model,iterations,mutation_models,Output_difference_PyTorch_TensorFlow
mobilenet,101,mobilenet-imagenet_origin0-NAI8-53_101,2.270098729439951e-06
mobilenet,102,mobilenet-imagenet_origin0-ARem11-35_102,1.920853083703378e-06
lstm0,1,lstm0-sinewave_origin0-LR3-18_1,-1.0
lstm0,2,lstm0-sinewave_origin0-NS7-43_2,-1.0
lstm0,3,lstm0-sinewave_origin0-LR6-55_3,-1.0
lstm0,4,lstm0-sinewave_origin0-NAI17-66_4,-1.0
lstm0,5,lstm0-sinewave_origin0-GF7-45_5,-1.0
lstm0,6,lstm0-sinewave_origin0-NAI1-3_6,-1.0
lstm0,7,lstm0-sinewave_origin0-WS7-39_7,-1.0
lstm0,8,lstm0-sinewave_origin0-NEB16-90_8,-1.0
lstm0,9,lstm0-sinewave_origin0-GF12-74_9,-1.0
lstm0,10,lstm0-sinewave_origin0-WS8-49_10,-1.0
lstm0,11,lstm0-sinewave_origin0-NS16-100_11,-1.0
lstm0,12,lstm0-sinewave_origin0-WS6-31_12,-1.0
lstm0,13,lstm0-sinewave_origin0-NEB4-24_13,-1.0
lstm0,14,lstm0-sinewave_origin0-NEB3-15_14,-1.0
lstm0,15,lstm0-sinewave_origin0-NAI6-13_15,-1.0
lstm0,16,lstm0-sinewave_origin0-NS3-14_16,-1.0
lstm0,17,lstm0-sinewave_origin0-NS13-69_17,-1.0
lstm0,18,lstm0-sinewave_origin0-NEB11-77_18,-1.0
lstm0,19,lstm0-sinewave_origin0-NEB12-79_19,-1.0
lstm0,20,lstm0-sinewave_origin0-LR13-91_20,-1.0
lstm0,21,lstm0-sinewave_origin0-NS2-4_21,-1.0
lstm0,22,lstm0-sinewave_origin0-WS9-50_22,-1.0
lstm0,23,lstm0-sinewave_origin0-GF17-97_23,-1.0
lstm0,24,lstm0-sinewave_origin0-NAI14-52_24,-1.0
lstm0,25,lstm0-sinewave_origin0-GF1-1_25,-1.0
lstm0,26,lstm0-sinewave_origin0-GF5-26_26,-1.0
lstm0,27,lstm0-sinewave_origin0_27,-1.0
lstm0,28,lstm0-sinewave_origin0-GF15-86_28,-1.0
lstm0,29,lstm0-sinewave_origin0-LR2-17_29,-1.0
lstm0,30,lstm0-sinewave_origin0-NAI19-87_30,-1.0
lstm0,31,lstm0-sinewave_origin0-NAI12-36_31,-1.0
lstm0,32,lstm0-sinewave_origin0-NEB2-9_32,-1.0
lstm0,33,lstm0-sinewave_origin0-NAI20-88_33,-1.0
lstm0,34,lstm0-sinewave_origin0-LR1-12_34,-1.0
lstm0,35,lstm0-sinewave_origin0-GF10-65_35,-1.0
lstm0,36,lstm0-sinewave_origin0-NAI10-34_36,-1.0
lstm0,37,lstm0-sinewave_origin0-NAI11-35_37,-1.0
lstm0,38,lstm0-sinewave_origin0-NEB17-94_38,-1.0
lstm0,39,lstm0-sinewave_origin0-WS14-101_39,-1.0
lstm0,40,lstm0-sinewave_origin0-LR8-67_40,-1.0
lstm0,41,lstm0-sinewave_origin0-NEB10-76_41,-1.0
lstm0,42,lstm0-sinewave_origin0-WS11-63_42,-1.0
lstm0,43,lstm0-sinewave_origin0-GF18-99_43,-1.0
lstm0,44,lstm0-sinewave_origin0-NAI4-8_44,-1.0
lstm0,45,lstm0-sinewave_origin0-GF4-21_45,-1.0
lstm0,46,lstm0-sinewave_origin0-NAI2-5_46,-1.0
lstm0,47,lstm0-sinewave_origin0-NAI18-72_47,-1.0
lstm0,48,lstm0-sinewave_origin0-WS10-57_48,-1.0
lstm0,49,lstm0-sinewave_origin0-NS11-61_49,-1.0
lstm0,50,lstm0-sinewave_origin0-WS12-75_50,-1.0
lstm0,51,lstm0-sinewave_origin0-LR12-83_51,-1.0
lstm0,52,lstm0-sinewave_origin0-NAI8-23_52,-1.0
lstm0,53,lstm0-sinewave_origin0-LR7-56_53,-1.0
lstm0,54,lstm0-sinewave_origin0-WS1-19_54,-1.0
lstm0,55,lstm0-sinewave_origin0-NS6-40_55,-1.0
lstm0,56,lstm0-sinewave_origin0-GF8-51_56,-1.0
lstm0,57,lstm0-sinewave_origin0-LR9-68_57,-1.0
lstm0,58,lstm0-sinewave_origin0-NS8-47_58,-1.0
lstm0,59,lstm0-sinewave_origin0-NEB1-6_59,-1.0
lstm0,60,lstm0-sinewave_origin0-NEB15-89_60,-1.0
lstm0,61,lstm0-sinewave_origin0-NS12-64_61,-1.0
lstm0,62,lstm0-sinewave_origin0-WS3-25_62,-1.0
lstm0,63,lstm0-sinewave_origin0-GF16-95_63,-1.0
lstm0,64,lstm0-sinewave_origin0-LR5-48_64,-1.0
lstm0,65,lstm0-sinewave_origin0-WS2-20_65,-1.0
lstm0,66,lstm0-sinewave_origin0-LR4-41_66,-1.0
lstm0,67,lstm0-sinewave_origin0-NAI16-58_67,-1.0
lstm0,68,lstm0-sinewave_origin0-LR15-96_68,-1.0
lstm0,69,lstm0-sinewave_origin0-LR10-70_69,-1.0
lstm0,70,lstm0-sinewave_origin0-WS13-93_70,-1.0
lstm0,71,lstm0-sinewave_origin0-NEB14-85_71,-1.0
lstm0,72,lstm0-sinewave_origin0-NS4-29_72,-1.0
lstm0,73,lstm0-sinewave_origin0-NEB13-81_73,-1.0
lstm0,74,lstm0-sinewave_origin0-NEB8-46_74,-1.0
lstm0,75,lstm0-sinewave_origin0-NEB5-30_75,-1.0
lstm0,76,lstm0-sinewave_origin0-NEB6-32_76,-1.0
lstm0,77,lstm0-sinewave_origin0-NAI9-33_77,-1.0
lstm0,78,lstm0-sinewave_origin0-GF14-80_78,-1.0
lstm0,79,lstm0-sinewave_origin0-NS15-84_79,-1.0
lstm0,80,lstm0-sinewave_origin0-NS10-59_80,-1.0
lstm0,81,lstm0-sinewave_origin0-LR11-71_81,-1.0
lstm0,82,lstm0-sinewave_origin0-NAI5-11_82,-1.0
lstm0,83,lstm0-sinewave_origin0-LR14-92_83,-1.0
lstm0,84,lstm0-sinewave_origin0-GF9-62_84,-1.0
lstm0,85,lstm0-sinewave_origin0-GF11-73_85,-1.0
lstm0,86,lstm0-sinewave_origin0-GF13-78_86,-1.0
lstm0,87,lstm0-sinewave_origin0-NAI3-7_87,-1.0
lstm0,88,lstm0-sinewave_origin0-NAI15-53_88,-1.0
lstm0,89,lstm0-sinewave_origin0-GF6-37_89,-1.0
lstm0,90,lstm0-sinewave_origin0-NAI13-44_90,-1.0
lstm0,91,lstm0-sinewave_origin0-GF2-10_91,-1.0
lstm0,92,lstm0-sinewave_origin0-NEB9-60_92,-1.0
lstm0,93,lstm0-sinewave_origin0-NAI21-98_93,-1.0
lstm0,94,lstm0-sinewave_origin0-NEB7-42_94,-1.0
lstm0,95,lstm0-sinewave_origin0-NS5-38_95,-1.0
lstm0,96,lstm0-sinewave_origin0-NAI7-22_96,-1.0
lstm0,97,lstm0-sinewave_origin0-WS4-27_97,-1.0
lstm0,98,lstm0-sinewave_origin0-WS5-28_98,-1.0
lstm0,99,lstm0-sinewave_origin0-GF3-16_99,-1.0
lstm0,100,lstm0-sinewave_origin0-NS9-54_100,-1.0
lstm0,101,lstm0-sinewave_origin0-NS14-82_101,-1.0
lstm0,102,lstm0-sinewave_origin0-NS1-2_102,-1.0
