model,iterations,mutation_models,Output_difference_PyTorch_TensorFlow
xception,1,xception-imagenet_origin0-NS14-81_1,2.91038293909196e-07
xception,2,xception-imagenet_origin0-WS9-54_2,4.074536228415582e-07
xception,3,xception-imagenet_origin0-NS7-47_3,4.656612588860298e-07
xception,4,xception-imagenet_origin0-NS5-29_4,3.492459725862318e-07
xception,5,xception-imagenet_origin0-WS2-13_5,3.492459583753771e-07
xception,6,xception-imagenet_origin0-NAI15-80_6,3.492459441645224e-07
xception,7,xception-imagenet_origin0-GF1-8_7,5.238688984832152e-07
xception,8,xception-imagenet_origin0-NAI1-3_8,3.492459867970865e-07
xception,9,xception-imagenet_origin0-WS7-45_9,4.656612730968845e-07
xception,10,xception-imagenet_origin0-WS3-14_10,4.656612588860298e-07
xception,11,xception-imagenet_origin0-ARep10-60_11,4.656612730968845e-07
xception,12,xception-imagenet_origin0-NS12-76_12,4.656612873077393e-07
xception,13,xception-imagenet_origin0-NAI16-86_13,3.492459583753771e-07
xception,14,xception-imagenet_origin0-GF4-40_14,4.074536086307035e-07
xception,15,xception-imagenet_origin0-NAI17-94_15,2.328306294430149e-07
xception,16,xception-imagenet_origin0-NS8-56_16,5.238689659847751e-07
xception,17,xception-imagenet_origin0-ARep9-51_17,3.492459583753771e-07
xception,18,xception-imagenet_origin0-ARem1-1_18,4.656612446751751e-07
xception,19,xception-imagenet_origin0-NS6-43_19,2.328306436538696e-07
xception,20,xception-imagenet_origin0-NEB6-36_20,4.656612873077393e-07
xception,21,xception-imagenet_origin0-NS9-62_21,3.492459725862318e-07
xception,22,xception-imagenet_origin0-WS1-4_22,4.07453580208994e-07
xception,23,xception-imagenet_origin0-NEB10-79_23,5.238689375630656e-07
xception,24,xception-imagenet_origin0-NAI8-33_24,2.328306294430149e-07
xception,25,xception-imagenet_origin0-GF3-27_25,2.91038293909196e-07
xception,26,xception-imagenet_origin0-NS2-19_26,5.238689126940699e-07
xception,27,xception-imagenet_origin0-ARem4-18_27,1.746229649768338e-07
xception,28,xception-imagenet_origin0-ARem12-93_28,2.328306436538696e-07
xception,29,xception-imagenet_origin0-NAI12-58_29,3.492459441645224e-07
xception,30,xception-imagenet_origin0-GF8-67_30,4.656612873077393e-07
xception,31,xception-imagenet_origin0-ARep14-91_31,5.238689375630656e-07
xception,32,xception-imagenet_origin0-ARem3-11_32,3.492459583753771e-07
xception,33,xception-imagenet_origin0-ARem6-38_33,4.656613050713077e-07
xception,34,xception-imagenet_origin0-WS8-52_34,5.238689091413562e-07
xception,35,xception-imagenet_origin0-WS4-16_35,5.238689269049246e-07
xception,36,xception-imagenet_origin0-NS11-71_36,1.164153289323622e-07
xception,37,xception-imagenet_origin0-GF6-64_37,4.074536228415582e-07
xception,38,xception-imagenet_origin0-GF10-77_38,5.238689375630656e-07
xception,39,xception-imagenet_origin0-NEB2-22_39,5.238689375630656e-07
xception,40,xception-imagenet_origin0-ARep7-39_40,2.910383081200507e-07
xception,41,xception-imagenet_origin0-ARep8-48_41,2.328306436538696e-07
xception,42,xception-imagenet_origin0-WS14-84_42,3.492459583753771e-07
xception,43,xception-imagenet_origin0-ARep12-70_43,5.82076587818392e-07
xception,44,xception-imagenet_origin0-ARem5-34_44,4.656612730968845e-07
xception,45,xception-imagenet_origin0-NAI9-35_45,5.820766020292467e-07
xception,46,xception-imagenet_origin0-NS15-82_46,4.656612908604529e-07
xception,47,xception-imagenet_origin0-NAI2-5_47,2.328306436538696e-07
xception,48,xception-imagenet_origin0-NAI13-59_48,4.074536370524129e-07
xception,49,xception-imagenet_origin0-ARep3-10_49,4.074536228415582e-07
xception,50,xception-imagenet_origin0-GF9-69_50,2.91038293909196e-07
xception,51,xception-imagenet_origin0-NEB12-87_51,2.91038293909196e-07
xception,52,xception-imagenet_origin0-ARem8-68_52,1.746229791876885e-07
xception,53,xception-imagenet_origin0-ARep4-23_53,4.074536086307035e-07
xception,54,xception-imagenet_origin0-WS12-68_54,5.238689375630656e-07
xception,55,xception-imagenet_origin0-NAI4-9_55,2.328306578647243e-07
xception,56,xception-imagenet_origin0-NAI11-50_56,2.328306436538696e-07
xception,57,xception-imagenet_origin0-GF13-92_57,4.074535944198487e-07
xception,58,xception-imagenet_origin0-ARep11-63_58,4.074536228415582e-07
xception,59,xception-imagenet_origin0-NS16-95_59,1.746229649768338e-07
xception,60,xception-imagenet_origin0-NEB9-55_60,4.074536228415582e-07
xception,61,xception-imagenet_origin0-ARep6-32_61,3.492459583753771e-07
xception,62,xception-imagenet_origin0-NEB1-21_62,3.492459583753771e-07
xception,63,xception-imagenet_origin0-NEB3-24_63,1.746229649768338e-07
xception,64,xception-imagenet_origin0-WS11-61_64,4.074535944198487e-07
xception,65,xception-imagenet_origin0-GF5-49_65,3.492459725862318e-07
xception,66,xception-imagenet_origin0-ARep1-2_66,3.492459867970865e-07
xception,67,xception-imagenet_origin0-NAI18-96_67,1.746229933985433e-07
xception,68,xception-imagenet_origin0-ARem11-85_68,4.074536228415582e-07
xception,69,xception-imagenet_origin0-NEB4-25_69,1.746229649768338e-07
xception,70,xception-imagenet_origin0-ARem2-8_70,3.492459192955266e-07
xception,71,xception-imagenet_origin0-ARem7-53_71,5.238689375630656e-07
xception,72,xception-imagenet_origin0-ARep13-90_72,3.492459299536677e-07
xception,73,xception-imagenet_origin0-GF12-89_73,1.746229649768338e-07
xception,74,xception-imagenet_origin0-WS13-72_74,5.238688949305015e-07
xception,75,xception-imagenet_origin0-NAI14-74_75,3.492459583753771e-07
xception,76,xception-imagenet_origin0-NEB5-26_76,4.656612588860298e-07
xception,77,xception-imagenet_origin0-GF14-99_77,4.656612588860298e-07
xception,78,xception-imagenet_origin0-NAI5-12_78,2.328306578647243e-07
xception,79,xception-imagenet_origin0-NS10-65_79,1.164153147215075e-07
xception,80,xception-imagenet_origin0-NAI6-30_80,5.82076587818392e-07
xception,81,xception-imagenet_origin0-NAI7-31_81,2.910382796983413e-07
xception,82,xception-imagenet_origin0-WS10-57_82,4.074536228415582e-07
xception,83,xception-imagenet_origin0-NS4-28_83,5.238689801956298e-07
xception,84,xception-imagenet_origin0-NEB11-83_84,4.656612730968845e-07
xception,85,xception-imagenet_origin0-NS3-20_85,2.328306294430149e-07
xception,86,xception-imagenet_origin0-ARem10-75_86,5.820766020292467e-07
xception,87,xception-imagenet_origin0-NAI3-6_87,4.074536228415582e-07
xception,88,xception-imagenet_origin0-NAI10-37_88,2.910383081200507e-07
xception,89,xception-imagenet_origin0-ARem9-73_89,4.074535837617077e-07
xception,90,xception-imagenet_origin0_90,1.746229933985433e-07
xception,91,xception-imagenet_origin0-GF7-66_91,2.91038293909196e-07
xception,92,xception-imagenet_origin0-NS1-17_92,4.074536228415582e-07
xception,93,xception-imagenet_origin0-WS6-44_93,5.238689659847751e-07
xception,94,xception-imagenet_origin0-WS5-41_94,4.074536370524129e-07
xception,95,xception-imagenet_origin0-WS15-97_95,1.164153147215075e-07
xception,96,xception-imagenet_origin0-NEB7-42_96,4.074535944198487e-07
xception,97,xception-imagenet_origin0-ARep2-7_97,4.656613157294487e-07
xception,98,xception-imagenet_origin0-NEB8-46_98,4.65661301518594e-07
xception,99,xception-imagenet_origin0-NS13-78_99,1.746229933985433e-07
xception,100,xception-imagenet_origin0-GF2-15_100,2.328306294430149e-07
xception,101,xception-imagenet_origin0-NS17-98_101,2.910382796983413e-07
xception,102,xception-imagenet_origin0-GF11-88_102,5.238689233522109e-07
densenet,1,densenet121-imagenet_origin0-NAI7-54_1,3.492459725862318e-07
densenet,2,densenet121-imagenet_origin0-ARem1-5_2,3.492459583753771e-07
densenet,3,densenet121-imagenet_origin0-WS8-75_3,4.656612588860298e-07
densenet,4,densenet121-imagenet_origin0-NS2-10_4,4.074536228415582e-07
densenet,5,densenet121-imagenet_origin0-NEB11-83_5,3.492459725862318e-07
densenet,6,densenet121-imagenet_origin0-NS13-44_6,1.164153289323622e-07
densenet,7,densenet121-imagenet_origin0-NAI1-7_7,3.492459441645224e-07
densenet,8,densenet121-imagenet_origin0-GF5-34_8,3.492459441645224e-07
densenet,9,densenet121-imagenet_origin0-GF9-79_9,4.074535944198487e-07
densenet,10,densenet121-imagenet_origin0-ARem14-88_10,5.238689091413562e-07
densenet,11,densenet121-imagenet_origin0-NEB9-74_11,5.820766055819604e-07
densenet,12,densenet121-imagenet_origin0-ARep7-43_12,4.074536228415582e-07
densenet,13,densenet121-imagenet_origin0-ARem11-65_13,3.492459441645224e-07
densenet,14,densenet121-imagenet_origin0-ARep5-39_14,5.82076587818392e-07
densenet,15,densenet121-imagenet_origin0-ARep20-96_15,5.238689375630656e-07
densenet,16,densenet121-imagenet_origin0-ARep10-52_16,4.656612730968845e-07
densenet,17,densenet121-imagenet_origin0-WS11-100_17,4.074536228415582e-07
densenet,18,densenet121-imagenet_origin0-NS1-1_18,2.328306152321602e-07
densenet,19,densenet121-imagenet_origin0-NS18-76_19,3.492459441645224e-07
densenet,20,densenet121-imagenet_origin0-NS4-16_20,4.656612588860298e-07
densenet,21,densenet121-imagenet_origin0-ARem5-28_21,3.492459867970865e-07
densenet,22,densenet121-imagenet_origin0-ARep9-46_22,5.82076577160251e-07
densenet,23,densenet121-imagenet_origin0-ARep2-3_23,3.49245947717236e-07
densenet,24,densenet121-imagenet_origin0-NS9-24_24,3.492459725862318e-07
densenet,25,densenet121-imagenet_origin0-ARem12-71_25,4.074536228415582e-07
densenet,26,densenet121-imagenet_origin0-NEB13-96_26,2.91038293909196e-07
densenet,27,densenet121-imagenet_origin0-WS5-56_27,2.910383223309054e-07
densenet,28,densenet121-imagenet_origin0-ARem10-63_28,2.91038293909196e-07
densenet,29,densenet121-imagenet_origin0-NS6-19_29,1.164153147215075e-07
densenet,30,densenet121-imagenet_origin0-NS5-18_30,2.91038293909196e-07
densenet,31,densenet121-imagenet_origin0-NS8-21_31,4.656612304643204e-07
densenet,32,densenet121-imagenet_origin0-ARep11-57_32,5.238689233522109e-07
densenet,33,densenet121-imagenet_origin0-ARem9-61_33,3.492459583753771e-07
densenet,34,densenet121-imagenet_origin0-ARep1-2_34,5.82076587818392e-07
densenet,35,densenet121-imagenet_origin0-ARep4-29_35,1.164153147215075e-07
densenet,36,densenet121-imagenet_origin0-GF3-25_36,4.074536086307035e-07
densenet,37,densenet121-imagenet_origin0-NEB6-59_37,5.238688949305015e-07
densenet,38,densenet121-imagenet_origin0-NS15-58_38,4.074536086307035e-07
densenet,39,densenet121-imagenet_origin0-NS17-73_39,3.492459441645224e-07
densenet,40,densenet121-imagenet_origin0_40,4.656612730968845e-07
densenet,41,densenet121-imagenet_origin0-NEB2-23_41,4.074535944198487e-07
densenet,42,densenet121-imagenet_origin0-NAI4-22_42,3.492459299536677e-07
densenet,43,densenet121-imagenet_origin0-WS9-81_43,1.746229791876885e-07
densenet,44,densenet121-imagenet_origin0-ARep6-42_44,2.328306436538696e-07
densenet,45,densenet121-imagenet_origin0-NAI2-8_45,3.492459583753771e-07
densenet,46,densenet121-imagenet_origin0-NEB1-13_46,3.492459299536677e-07
densenet,47,densenet121-imagenet_origin0-NAI6-53_47,4.656612446751751e-07
densenet,48,densenet121-imagenet_origin0-NAI9-70_48,2.328306578647243e-07
densenet,49,densenet121-imagenet_origin0-ARep8-45_49,5.820765593966826e-07
densenet,50,densenet121-imagenet_origin0-ARep14-82_50,3.492459441645224e-07
densenet,51,densenet121-imagenet_origin0-NS19-84_51,2.910383223309054e-07
densenet,52,densenet121-imagenet_origin0-ARep3-12_52,3.492459157428129e-07
densenet,53,densenet121-imagenet_origin0-ARem8-60_53,5.238689091413562e-07
densenet,54,densenet121-imagenet_origin0-WS7-66_54,4.074536228415582e-07
densenet,55,densenet121-imagenet_origin0-NEB7-67_55,6.984919025398995e-07
densenet,56,densenet121-imagenet_origin0-NS20-98_56,4.65661301518594e-07
densenet,57,densenet121-imagenet_origin0-NAI5-51_57,2.91038293909196e-07
densenet,58,densenet121-imagenet_origin0-GF8-50_58,4.074536512632676e-07
densenet,59,densenet121-imagenet_origin0-NEB12-93_59,2.328306578647243e-07
densenet,60,densenet121-imagenet_origin0-ARep15-86_60,4.074536512632676e-07
densenet,61,densenet121-imagenet_origin0-NS12-36_61,2.91038293909196e-07
densenet,62,densenet121-imagenet_origin0-WS6-62_62,4.074536086307035e-07
densenet,63,densenet121-imagenet_origin0-ARem7-32_63,4.656613050713077e-07
densenet,64,densenet121-imagenet_origin0-NAI11-89_64,2.910383081200507e-07
densenet,65,densenet121-imagenet_origin0-ARep16-91_65,2.910383081200507e-07
densenet,66,densenet121-imagenet_origin0-GF2-15_66,4.074535944198487e-07
densenet,67,densenet121-imagenet_origin0-WS10-97_67,4.074536228415582e-07
densenet,68,densenet121-imagenet_origin0-NEB8-68_68,2.910383081200507e-07
densenet,69,densenet121-imagenet_origin0-WS4-49_69,2.328306578647243e-07
densenet,70,densenet121-imagenet_origin0-NEB4-38_70,1.746229933985433e-07
densenet,71,densenet121-imagenet_origin0-ARem6-30_71,5.238689517739203e-07
densenet,72,densenet121-imagenet_origin0-GF11-87_72,1.746229791876885e-07
densenet,73,densenet121-imagenet_origin0-ARem3-17_73,5.238689233522109e-07
densenet,74,densenet121-imagenet_origin0-NS3-11_74,5.820766482145245e-07
densenet,75,densenet121-imagenet_origin0-ARep13-78_75,9.895300721041167e-07
densenet,76,densenet121-imagenet_origin0-WS2-31_76,3.492459441645224e-07
densenet,77,densenet121-imagenet_origin0-NEB10-80_77,2.910382796983413e-07
densenet,78,densenet121-imagenet_origin0-GF4-33_78,3.492459583753771e-07
densenet,79,densenet121-imagenet_origin0-ARem2-9_79,4.656612873077393e-07
densenet,80,densenet121-imagenet_origin0-NEB3-37_80,2.328306294430149e-07
densenet,81,densenet121-imagenet_origin0-NS11-35_81,2.910383081200507e-07
densenet,82,densenet121-imagenet_origin0-GF6-41_82,6.402842664954278e-07
densenet,83,densenet121-imagenet_origin0-ARem13-77_83,6.984918670127627e-07
densenet,84,densenet121-imagenet_origin0-NS14-55_84,3.492459725862318e-07
densenet,85,densenet121-imagenet_origin0-ARem4-26_85,4.656612730968845e-07
densenet,86,densenet121-imagenet_origin0-NAI3-14_86,5.820766162401014e-07
densenet,87,densenet121-imagenet_origin0-GF7-48_87,5.238689375630656e-07
densenet,88,densenet121-imagenet_origin0-NAI10-72_88,4.074536228415582e-07
densenet,89,densenet121-imagenet_origin0-NEB5-47_89,2.910383223309054e-07
densenet,90,densenet121-imagenet_origin0-NS21-99_90,4.656612588860298e-07
densenet,91,densenet121-imagenet_origin0-GF1-6_91,4.656612588860298e-07
densenet,92,densenet121-imagenet_origin0-ARep19-95_92,6.402842238628637e-07
densenet,93,densenet121-imagenet_origin0-NS7-20_93,4.074536263942719e-07
densenet,94,densenet121-imagenet_origin0-ARep18-94_94,9.895301609219587e-07
densenet,95,densenet121-imagenet_origin0-WS1-4_95,4.074536086307035e-07
densenet,96,densenet121-imagenet_origin0-NAI8-64_96,4.074536370524129e-07
densenet,97,densenet121-imagenet_origin0-NS10-27_97,2.91038293909196e-07
densenet,98,densenet121-imagenet_origin0-WS3-40_98,2.91038293909196e-07
densenet,99,densenet121-imagenet_origin0-ARep17-92_99,4.074536228415582e-07
densenet,100,densenet121-imagenet_origin0-GF10-85_100,3.492459441645224e-07
densenet,101,densenet121-imagenet_origin0-ARem15-90_101,2.328306578647243e-07
densenet,102,densenet121-imagenet_origin0-NS16-69_102,1.164153289323622e-07
vgg16,1,vgg16-imagenet_origin0-NAI4-20_1,6.402842664954278e-07
vgg16,2,vgg16-imagenet_origin0-ARem11-63_2,3.492459725862318e-07
vgg16,3,vgg16-imagenet_origin0-ARep6-43_3,3.492459583753771e-07
vgg16,4,vgg16-imagenet_origin0-WS11-93_4,3.492459725862318e-07
vgg16,5,vgg16-imagenet_origin0-NEB2-5_5,3.492459725862318e-07
vgg16,6,vgg16-imagenet_origin0-GF9-67_6,2.91038293909196e-07
vgg16,7,vgg16-imagenet_origin0-ARep10-78_7,5.238688984832152e-07
vgg16,8,vgg16-imagenet_origin0-GF8-53_8,4.074536086307035e-07
vgg16,9,vgg16-imagenet_origin0-NAI9-64_9,1.746229933985433e-07
vgg16,10,vgg16-imagenet_origin0-ARep12-81_10,4.074536370524129e-07
vgg16,11,vgg16-imagenet_origin0-ARem4-27_11,5.820765629493962e-07
vgg16,12,vgg16-imagenet_origin0-NAI1-2_12,2.328306578647243e-07
vgg16,13,vgg16-imagenet_origin0-NS6-23_13,4.074536370524129e-07
vgg16,14,vgg16-imagenet_origin0-ARem3-21_14,3.492459867970865e-07
vgg16,15,vgg16-imagenet_origin0-ARep16-95_15,4.656612730968845e-07
vgg16,16,vgg16-imagenet_origin0-NEB7-45_16,2.910383081200507e-07
vgg16,17,vgg16-imagenet_origin0-ARep11-80_17,2.91038293909196e-07
vgg16,18,vgg16-imagenet_origin0-ARem7-40_18,4.074536228415582e-07
vgg16,19,vgg16-imagenet_origin0-NS15-54_19,4.656612730968845e-07
vgg16,20,vgg16-imagenet_origin0-NAI8-56_20,2.910383223309054e-07
vgg16,21,vgg16-imagenet_origin0-ARep8-66_21,5.820765593966826e-07
vgg16,22,vgg16-imagenet_origin0-NS17-60_22,2.91038293909196e-07
vgg16,23,vgg16-imagenet_origin0-NS12-47_23,2.910382654874866e-07
vgg16,24,vgg16-imagenet_origin0-NEB6-32_24,4.074536512632676e-07
vgg16,25,vgg16-imagenet_origin0-NS18-61_25,5.820766304509561e-07
vgg16,26,vgg16-imagenet_origin0-ARep14-90_26,6.984919203034679e-07
vgg16,27,vgg16-imagenet_origin0-NAI12-94_27,1.164153289323622e-07
vgg16,28,vgg16-imagenet_origin0-WS5-58_28,5.238689659847751e-07
vgg16,29,vgg16-imagenet_origin0-NEB11-65_29,4.074536512632676e-07
vgg16,30,vgg16-imagenet_origin0-ARem10-50_30,3.492459725862318e-07
vgg16,31,vgg16-imagenet_origin0-NS7-33_31,3.492459583753771e-07
vgg16,32,vgg16-imagenet_origin0-ARep13-87_32,1.746229933985433e-07
vgg16,33,vgg16-imagenet_origin0-NS2-10_33,4.074535944198487e-07
vgg16,34,vgg16-imagenet_origin0-WS6-62_34,2.910383223309054e-07
vgg16,35,vgg16-imagenet_origin0-NS10-39_35,3.492459441645224e-07
vgg16,36,vgg16-imagenet_origin0-NEB9-55_36,5.820766340036698e-07
vgg16,37,vgg16-imagenet_origin0-ARem8-44_37,3.492459583753771e-07
vgg16,38,vgg16-imagenet_origin0-GF1-13_38,2.91038293909196e-07
vgg16,39,vgg16-imagenet_origin0-ARem1-6_39,4.65661301518594e-07
vgg16,40,vgg16-imagenet_origin0-GF10-84_40,2.910383081200507e-07
vgg16,41,vgg16-imagenet_origin0-ARep3-16_41,5.820765345276868e-07
vgg16,42,vgg16-imagenet_origin0-WS9-83_42,4.074536228415582e-07
vgg16,43,vgg16-imagenet_origin0-NEB8-51_43,5.238689233522109e-07
vgg16,44,vgg16-imagenet_origin0-ARep9-77_44,4.074536370524129e-07
vgg16,45,vgg16-imagenet_origin0-NS11-41_45,3.492459441645224e-07
vgg16,46,vgg16-imagenet_origin0-GF5-31_46,2.910382654874866e-07
vgg16,47,vgg16-imagenet_origin0-GF6-35_47,5.238689375630656e-07
vgg16,48,vgg16-imagenet_origin0-NS5-22_48,2.910383081200507e-07
vgg16,49,vgg16-imagenet_origin0-ARem5-29_49,4.074535944198487e-07
vgg16,50,vgg16-imagenet_origin0-NEB13-73_50,2.328306436538696e-07
vgg16,51,vgg16-imagenet_origin0-ARem14-82_51,4.656612730968845e-07
vgg16,52,vgg16-imagenet_origin0-NS22-91_52,2.328306294430149e-07
vgg16,53,vgg16-imagenet_origin0-WS4-28_53,2.910383223309054e-07
vgg16,54,vgg16-imagenet_origin0-ARem15-89_54,5.238689801956298e-07
vgg16,55,vgg16-imagenet_origin0-ARem9-46_55,6.984919203034679e-07
vgg16,56,vgg16-imagenet_origin0-NAI10-74_56,3.492459583753771e-07
vgg16,57,vgg16-imagenet_origin0-NS20-72_57,4.074536228415582e-07
vgg16,58,vgg16-imagenet_origin0-WS2-15_58,3.492459583753771e-07
vgg16,59,vgg16-imagenet_origin0-NS4-12_59,2.910382796983413e-07
vgg16,60,vgg16-imagenet_origin0-WS1-1_60,4.074535944198487e-07
vgg16,61,vgg16-imagenet_origin0-NEB1-3_61,4.074536086307035e-07
vgg16,62,vgg16-imagenet_origin0-GF2-17_62,6.402842238628637e-07
vgg16,63,vgg16-imagenet_origin0_63,4.074536086307035e-07
vgg16,64,vgg16-imagenet_origin0-GF11-85_64,5.238689375630656e-07
vgg16,65,vgg16-imagenet_origin0-NAI2-4_65,4.656612873077393e-07
vgg16,66,vgg16-imagenet_origin0-WS8-79_66,4.074536086307035e-07
vgg16,67,vgg16-imagenet_origin0-ARem2-8_67,2.328306294430149e-07
vgg16,68,vgg16-imagenet_origin0-GF4-19_68,4.656612624387435e-07
vgg16,69,vgg16-imagenet_origin0-NS1-7_69,5.820765593966826e-07
vgg16,70,vgg16-imagenet_origin0-NS9-38_70,2.328306294430149e-07
vgg16,71,vgg16-imagenet_origin0-ARep2-2_71,5.820765736075373e-07
vgg16,72,vgg16-imagenet_origin0-NAI7-52_72,2.91038293909196e-07
vgg16,73,vgg16-imagenet_origin0-WS10-86_73,2.910382654874866e-07
vgg16,74,vgg16-imagenet_origin0-NAI3-14_74,2.328306436538696e-07
vgg16,75,vgg16-imagenet_origin0-ARem12-69_75,2.910383081200507e-07
vgg16,76,vgg16-imagenet_origin0-ARep4-32_76,3.492459583753771e-07
vgg16,77,vgg16-imagenet_origin0-NEB14-88_77,5.820765736075373e-07
vgg16,78,vgg16-imagenet_origin0-NS8-34_78,3.492459583753771e-07
vgg16,79,vgg16-imagenet_origin0-NAI5-25_79,4.656612730968845e-07
vgg16,80,vgg16-imagenet_origin0-NAI11-77_80,2.910383081200507e-07
vgg16,81,vgg16-imagenet_origin0-NEB3-9_81,4.074536370524129e-07
vgg16,82,vgg16-imagenet_origin0-GF7-37_82,2.328306152321602e-07
vgg16,83,vgg16-imagenet_origin0-NS16-57_83,3.492459583753771e-07
vgg16,84,vgg16-imagenet_origin0-GF3-18_84,4.074535944198487e-07
vgg16,85,vgg16-imagenet_origin0-WS7-68_85,4.074536370524129e-07
vgg16,86,vgg16-imagenet_origin0-ARem6-36_86,6.984919060926131e-07
vgg16,87,vgg16-imagenet_origin0-WS3-24_87,4.074536086307035e-07
vgg16,88,vgg16-imagenet_origin0-NEB4-26_88,2.91038293909196e-07
vgg16,89,vgg16-imagenet_origin0-NS14-49_89,1.746229933985433e-07
vgg16,90,vgg16-imagenet_origin0-ARep5-38_90,4.656612624387435e-07
vgg16,91,vgg16-imagenet_origin0-NEB12-71_91,3.492459725862318e-07
vgg16,92,vgg16-imagenet_origin0-NS13-48_92,5.238689517739203e-07
vgg16,93,vgg16-imagenet_origin0-ARep7-65_93,3.492459441645224e-07
vgg16,94,vgg16-imagenet_origin0-ARem13-76_94,5.820765025532637e-08
vgg16,95,vgg16-imagenet_origin0-ARep1-1_95,4.074536370524129e-07
vgg16,96,vgg16-imagenet_origin0-NAI6-42_96,3.492459441645224e-07
vgg16,97,vgg16-imagenet_origin0-ARep15-92_97,4.656612482278888e-07
vgg16,98,vgg16-imagenet_origin0-NEB10-59_98,4.074536086307035e-07
vgg16,99,vgg16-imagenet_origin0-NS21-75_99,5.238689375630656e-07
vgg16,100,vgg16-imagenet_origin0-NEB5-30_100,5.238689375630656e-07
vgg16,101,vgg16-imagenet_origin0-NS3-11_101,4.074536228415582e-07
vgg16,102,vgg16-imagenet_origin0-NS19-70_102,4.074536086307035e-07
inceptionv3,1,inception.v3-imagenet_origin0-NEB6-32_1,1.164153005106527e-07
inceptionv3,2,inception.v3-imagenet_origin0-ARem4-31_2,5.238689375630656e-07
inceptionv3,3,inception.v3-imagenet_origin0-WS14-82_3,5.82076587818392e-07
inceptionv3,4,inception.v3-imagenet_origin0-GF13-93_4,5.82076577160251e-07
inceptionv3,5,inception.v3-imagenet_origin0-NAI7-45_5,5.820765736075373e-07
inceptionv3,6,inception.v3-imagenet_origin0-NAI13-100_6,7.566995705587942e-07
inceptionv3,7,inception.v3-imagenet_origin0-ARem6-67_7,8.731148568585922e-07
inceptionv3,8,inception.v3-imagenet_origin0-ARep3-19_8,4.656612588860298e-07
inceptionv3,9,inception.v3-imagenet_origin0-ARem2-23_9,1.164153147215075e-07
inceptionv3,10,inception.v3-imagenet_origin0-NS1-6_10,3.492459583753771e-07
inceptionv3,11,inception.v3-imagenet_origin0-ARem7-72_11,5.82076577160251e-07
inceptionv3,12,inception.v3-imagenet_origin0-WS9-58_12,6.402842558372868e-07
inceptionv3,13,inception.v3-imagenet_origin0-NS4-29_13,5.820766055819604e-07
inceptionv3,14,inception.v3-imagenet_origin0-ARem9-84_14,5.82076587818392e-07
inceptionv3,15,inception.v3-imagenet_origin0-ARep1-7_15,4.074536370524129e-07
inceptionv3,16,inception.v3-imagenet_origin0-ARep5-28_16,4.65661301518594e-07
inceptionv3,17,inception.v3-imagenet_origin0-ARep4-21_17,4.074536370524129e-07
inceptionv3,18,inception.v3-imagenet_origin0-GF7-43_18,6.402842238628637e-07
inceptionv3,19,inception.v3-imagenet_origin0_19,4.074536086307035e-07
inceptionv3,20,inception.v3-imagenet_origin0-NEB19-98_20,4.656612304643204e-07
inceptionv3,21,inception.v3-imagenet_origin0-ARem3-26_21,6.984918918817584e-07
inceptionv3,22,inception.v3-imagenet_origin0-ARep13-97_22,2.328306436538696e-07
inceptionv3,23,inception.v3-imagenet_origin0-WS11-70_23,5.238689091413562e-07
inceptionv3,24,inception.v3-imagenet_origin0-GF5-35_24,5.820765736075373e-07
inceptionv3,25,inception.v3-imagenet_origin0-GF4-25_25,3.492459725862318e-07
inceptionv3,26,inception.v3-imagenet_origin0-NS2-12_26,5.82076587818392e-07
inceptionv3,27,inception.v3-imagenet_origin0-GF6-38_27,4.074536228415582e-07
inceptionv3,28,inception.v3-imagenet_origin0-NEB16-88_28,5.238689695374887e-07
inceptionv3,29,inception.v3-imagenet_origin0-ARep12-65_29,5.820765736075373e-07
inceptionv3,30,inception.v3-imagenet_origin0-NS10-64_30,4.656612304643204e-07
inceptionv3,31,inception.v3-imagenet_origin0-NAI9-66_31,6.984919309616089e-07
inceptionv3,32,inception.v3-imagenet_origin0-NAI8-57_32,6.402842664954278e-07
inceptionv3,33,inception.v3-imagenet_origin0-NEB11-69_33,5.238689375630656e-07
inceptionv3,34,inception.v3-imagenet_origin0-NEB7-36_34,5.820765629493962e-07
inceptionv3,35,inception.v3-imagenet_origin0-GF3-18_35,4.656612873077393e-07
inceptionv3,36,inception.v3-imagenet_origin0-WS3-20_36,5.820765736075373e-07
inceptionv3,37,inception.v3-imagenet_origin0-NEB10-49_37,3.492459441645224e-07
inceptionv3,38,inception.v3-imagenet_origin0-NEB18-91_38,6.402842380737184e-07
inceptionv3,39,inception.v3-imagenet_origin0-WS4-37_39,4.656612730968845e-07
inceptionv3,40,inception.v3-imagenet_origin0-ARem5-50_40,9.313225035612049e-07
inceptionv3,41,inception.v3-imagenet_origin0-NEB2-9_41,6.984919451724636e-07
inceptionv3,42,inception.v3-imagenet_origin0-ARep11-55_42,6.402842522845731e-07
inceptionv3,43,inception.v3-imagenet_origin0-NEB4-16_43,6.984918918817584e-07
inceptionv3,44,inception.v3-imagenet_origin0-WS8-56_44,1.746229791876885e-07
inceptionv3,45,inception.v3-imagenet_origin0-ARep8-47_45,5.82076587818392e-07
inceptionv3,46,inception.v3-imagenet_origin0-GF10-63_46,3.492459725862318e-07
inceptionv3,47,inception.v3-imagenet_origin0-WS1-1_47,5.238689517739203e-07
inceptionv3,48,inception.v3-imagenet_origin0-NEB5-24_48,2.91038293909196e-07
