mutation_type,iterations,Output_Distance_ms_PyTorch,Output_Distance_PyTorch_ONNX,Output_Distance_ms_ONNX
RA,2,"(5.76209e-05, 5.4086137e-05)","(0.13816424, 0.22835004)","(0.1381754, 0.22836061)"
RA,4,"(6.173649e-05, 5.4932436e-05)","(0.10074877, 0.18548399)","(0.10075492, 0.18549792)"
RA,6,"(6.893055e-05, 5.000876e-05)","(0.10361552, 0.18938173)","(0.103622384, 0.18937963)"
RA,8,"(7.046462e-05, 4.8105187e-05)","(0.09204212, 0.069566935)","(0.092053115, 0.06957746)"
RA,10,"(0.00020640487, 4.904269e-05)","(0.23355198, 0.09912328)","(0.23358564, 0.0991298)"
RA,12,"(0.00020641135, 2.9642439e-05)","(0.23355198, 0.030517435)","(0.23358564, 0.030519448)"
RA,14,"(5.4350076e-05, 2.4988514e-05)","(0.07942696, 0.0038736435)","(0.0794315, 0.0038804638)"
RA,16,"(5.4350032e-05, 2.2602777e-05)","(0.07942695, 0.0076084062)","(0.0794315, 0.0076070796)"
RA,18,"(8.537085e-05, 3.595164e-05)","(0.109534286, 0.029823398)","(0.10954579, 0.029812)"
RA,20,"(0.0001715076, 3.885511e-05)","(0.18329893, 0.05250037)","(0.1833204, 0.052524403)"
RA,22,"(0.000104245286, 3.884387e-05)","(0.13537072, 0.052500382)","(0.13538608, 0.052524403)"
RA,24,"(7.32077e-05, 3.6461966e-05)","(0.08823111, 0.046489626)","(0.08824286, 0.0465067)"
RA,26,"(4.9603066e-05, 2.6108675e-05)","(0.056422208, 0.016133402)","(0.05642661, 0.016141066)"
RA,28,"(1.9923518e-05, 4.8812068e-05)","(0.021749446, 0.0044045406)","(0.021751301, 0.004401267)"
RA,30,"(7.1311246e-05, 1.8543646e-05)","(0.06042287, 0.0020488664)","(0.060431883, 0.0020466275)"
RA,32,"(6.949115e-05, 1.8544475e-05)","(0.026766984, 0.002048866)","(0.026774762, 0.0020466277)"
RA,34,"(8.289077e-05, 1.9151483e-05)","(0.042082787, 0.0046469592)","(0.04208709, 0.004651291)"
RA,36,"(5.1536696e-05, 2.0718375e-05)","(0.11133153, 0.007064453)","(0.1113336, 0.0070642554)"
RA,38,"(3.4542907e-05, 2.5729147e-05)","(0.04566366, 0.018109756)","(0.045668077, 0.018110393)"
RA,40,"(9.387272e-05, 3.6872745e-05)","(0.0922002, 0.03990675)","(0.09221, 0.0399024)"
