mutation_type,iterations,Output_Distance_ms_PyTorch,Output_Distance_PyTorch_ONNX,Output_Distance_ms_ONNX
NEB,25,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,30,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,35,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,40,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,45,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,50,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,55,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,60,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,65,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,70,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,75,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,80,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,85,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,90,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,95,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
NEB,100,"(7.671822e-06, 1.0663346e-06)","(0.0030850724, 7.727186e-07)","(0.0030882952, 1.432458e-06)"
LA,5,"(2.9262574e-07, 1.8308593)","(0.0029957339, 300.1371)","(0.002995797, 300.5175)"
LA,10,"(2.2112222e-06, 47.576496)","(0.0023553702, 5.2300515)","(0.0023554442, 49.607803)"
LA,15,"(0.009546483, 1335.9156)","(0.009481396, 40.19127)","(0.0035474563, 1364.9248)"
LA,20,"(0.023329651, 1523.7585)","(0.019279217, 0.026276356)","(0.0063671335, 1523.7533)"
LA,25,"(0.01150361, 390038.84)","(0.013382646, 0.017971061)","(0.012278219, 390038.84)"
LA,30,"(0.030997675, 390018.53)","(0.027709737, 0.035771016)","(0.02760554, 390018.6)"
LA,35,"(0.04003766, 390026.5)","(0.040920224, 0.013234652)","(0.0018792333, 390026.5)"
LA,40,"(0.43545407, 0.98137677)","(0.43994156, 0.021511996)","(0.043096434, 0.96696925)"
LA,45,"(0.044507477, 0.98137677)","(0.013292943, 0.021511996)","(0.038510144, 0.96696925)"
LA,50,"(1.2764864, 0.98137677)","(0.0022029819, 0.021511996)","(1.2759609, 0.96696925)"
LA,55,"(0.6992421, nan)","(0.02784675, nan)","(0.70814204, nan)"
LA,60,"(0.6992421, nan)","(0.02784675, nan)","(0.70814204, nan)"
LA,65,"(0.09201493, nan)","(4.831722e-06, nan)","(0.0920149, nan)"
LA,70,"(0.09201493, nan)","(4.831722e-06, nan)","(0.0920149, nan)"
LA,75,"(11.263171, nan)","(0.00019465257, nan)","(11.263308, nan)"
LA,80,"(11.990227, nan)","(0.00011958199, nan)","(11.990272, nan)"
LA,85,"(6302188.5, nan)","(860942.3, nan)","(6547032.0, nan)"
LA,90,"(11.971661, nan)","(0.000117788506, nan)","(11.971712, nan)"
LA,95,"(12.063197, nan)","(0.0033438476, nan)","(12.062817, nan)"
LA,100,"(12.013863, nan)","(2.9546438e-06, nan)","(12.013863, nan)"
