URL,volunteer_1,volunteer_2,volunteer_3,volunteer_4,volunteer_5,volunteer_6,Final_label
https://gitee.com/mindspore/mindspore/issues/I52ZEK,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I8QITZ,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I52XIO,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I7G5BR,G4,G4,G4,G5,G5,G4,G4
https://gitee.com/mindspore/mindspore/issues/I64Y36,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I7LRJ3,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I824W7,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6MALE,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I77XNN,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I5NVTG,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7ZE74,C2,C2,C1,G4,G4,C1,C2
https://gitee.com/mindspore/mindspore/issues/I7LMZ3,G5,G5,C1,G5,G5,C1,G5
https://gitee.com/mindspore/mindspore/issues/I651CE,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6GOWA,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I504FC,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I7ZEAH,G5,G5,C1,G4,G5,G4,G5
https://gitee.com/mindspore/mindspore/issues/I8B8SV,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I4UMJD,G5,G4,G4,G4,G4,G5,G4
https://gitee.com/mindspore/mindspore/issues/I65B5I,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6P9MS,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I7QITH,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6PA75,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I7CD4A,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I5G2LO,D1,D1,D1,G5,D1,G5,D1
https://gitee.com/mindspore/mindspore/issues/I6PAZZ,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I5G2IM,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I7C6JA,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I84DMN,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6RR4C,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I6REDS,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6AYEM,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I5RUVZ,C1,C1,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I8I5HE,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I6DJ1P,G1,G1,C1,G1,C1,G1,G1
https://gitee.com/mindspore/mindspore/issues/I8I2TE,G4,G4,G4,G2,G4,G2,G4
https://gitee.com/mindspore/mindspore/issues/I6269G,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I6R8NE,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6X1LD,F1,F1,F1,C1,C1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6AH62,A4,A4,A4,A4,A4,A4,A4
https://gitee.com/mindspore/mindspore/issues/I7B0MI,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I78PBL,G2,G2,A3,G2,G2,A3,G2
https://gitee.com/mindspore/mindspore/issues/I5BY0N,G1,C1,C1,G2,G2,C1,C1
https://gitee.com/mindspore/mindspore/issues/I7R988,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I842XB,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I8PAUX,G4,G4,G4,G2,G2,G4,G4
https://gitee.com/mindspore/mindspore/issues/I60IW7,A1,A1,A1,A1,A1,A1,A1
https://gitee.com/mindspore/mindspore/issues/I7TN86,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7R94B,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6VFH4,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6V9NW,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7NPAP,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I8JBO7,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I5G9B3,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I614QB,G3,G3,C1,C1,G3,C1,G3
https://gitee.com/mindspore/mindspore/issues/I6DM7M,G4,G4,G4,G1,G1,G4,G4
https://gitee.com/mindspore/mindspore/issues/I780P7,G5,C2,G4,G4,C2,G4,G4
https://gitee.com/mindspore/mindspore/issues/I7R989,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I5T2NV,A4,A4,A4,A4,A4,A4,A4
https://gitee.com/mindspore/mindspore/issues/I7VYJE,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I7CP5H,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7S5EW,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7DCPE,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7KF24,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6309P,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I7DD07,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I632QU,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6347E,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I8FGTY,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6PFDR,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7DHBN,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I71PRZ,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I8KC82,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I5D85H,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6C3AB,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I8J5AL,G4,G4,G4,G1,G4,G1,G4
https://gitee.com/mindspore/mindspore/issues/I6QRKI,A3,A3,A3,G2,A3,G2,A3
https://gitee.com/mindspore/mindspore/issues/I6QYCD,C1,C1,F1,G1,C1,F1,C1
https://gitee.com/mindspore/mindspore/issues/I6R43O,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I62SVF,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I83449,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I62G1D,D2,D2,D2,D2,D2,D2,D2
https://gitee.com/mindspore/mindspore/issues/I59FPC,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I8350G,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6A7MM,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I59DPG,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I7R43W,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I74LSL,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6I2XN,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I6I3Q4,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7PBNS,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I76K0O,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7JFLL,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I7JDBR,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I6CI0P,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I7PBAV,C2,C2,G4,G2,G4,G2,C2
https://gitee.com/mindspore/mindspore/issues/I6IIWF,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I7JDG1,C2,C2,C1,G4,C2,C1,C2
https://gitee.com/mindspore/mindspore/issues/I6CI65,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6CM53,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6IQVD,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7JZGX,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6D76S,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6CMLJ,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I828UT,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6E4Z9,A4,A4,A4,A4,A4,A4,A4
https://gitee.com/mindspore/mindspore/issues/I6EM9J,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I7KOBT,B3,B3,B3,G4,G4,B3,B3
https://gitee.com/mindspore/mindspore/issues/I6EU4H,C2,C2,E3,G2,C2,E3,C2
https://gitee.com/mindspore/mindspore/issues/I6EVHJ,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I82YLN,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I79KGF,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I830X5,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6DYZP,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6DVHF,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6DIRU,G2,G2,G2,G5,G2,G5,G2
https://gitee.com/mindspore/mindspore/issues/I81BR3,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I6DI5G,D1,D1,D1,G2,G2,D1,D1
https://gitee.com/mindspore/mindspore/issues/I6DHEM,G2,C2,G4,G2,G2,C2,G2
https://gitee.com/mindspore/mindspore/issues/I6GOA6,A4,A4,A4,G1,A4,G1,A4
https://gitee.com/mindspore/mindspore/issues/I785PW,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6CR2U,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I78CJ1,G4,G4,G4,G1,G1,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6GP6N,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I6CNFT,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6GZM2,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7KF62,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6EMVM,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I72JIS,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I79KRY,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I71SPU,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6SLZU,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I7UNTF,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I7UTBZ,C1,C1,C1,G5,C1,G5,C1
https://gitee.com/mindspore/mindspore/issues/I6S0D1,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6REHY,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6ZJEZ,A4,A4,A4,A4,A4,A4,A4
https://gitee.com/mindspore/mindspore/issues/I6RE9H,G4,G4,G4,G1,G1,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6R7YD,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7COHP,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I7VCV6,A4,A4,G2,G4,G4,A4,A4
https://gitee.com/mindspore/mindspore/issues/I7CWRN,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I6QMPE,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6QL90,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I7R3JP,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7AILA,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I7VR7I,B1,B1,B1,G4,B1,G4,B1
https://gitee.com/mindspore/mindspore/issues/I6ZP4L,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I7UBYF,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6CFW1,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6UERV,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I6X067,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7O6AL,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7SBLF,A4,A3,C2,G5,A3,C2,A3
https://gitee.com/mindspore/mindspore/issues/I7SEIH,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I7BAU7,C2,C2,C1,C2,C1,C2,C2
https://gitee.com/mindspore/mindspore/issues/I7SI61,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6XNJQ,G5,G5,C1,G2,G5,G2,G5
https://gitee.com/mindspore/mindspore/issues/I7SJKU,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7BBEG,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I6UMW3,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I6WW9Y,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I7T89P,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I7TJ8Z,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7NUSM,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7BJTF,F1,F1,F1,E3,E3,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6UQTA,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6UN22,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6PRYF,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I7OKZR,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I7A477,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7MPFG,A3,A3,G4,A3,G4,A3,A3
https://gitee.com/mindspore/mindspore/issues/I6L808,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6L7WB,A2,A2,A2,A2,A2,A2,A2
https://gitee.com/mindspore/mindspore/issues/I7GS8D,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6L09V,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7QNJ7,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I80FX1,G1,G1,G1,G1,G1,G1,G1
https://gitee.com/mindspore/mindspore/issues/I7GYAK,G2,G2,C1,G2,C1,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6KBCF,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I6JKEQ,E1,G2,E1,G1,G1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I7HHDF,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7HI0N,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I7IESM,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7IEYM,G1,G1,C1,C1,G1,C1,G1
https://gitee.com/mindspore/mindspore/issues/I80OMT,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I80P1P,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I6J47V,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6J400,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7A66V,G4,G4,G4,G1,G4,G1,G4
https://gitee.com/mindspore/mindspore/issues/I7ZEIZ,C2,C2,C2,C1,C1,C2,C2
https://gitee.com/mindspore/mindspore/issues/I72K46,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I7R0CT,G2,G2,G2,C1,C1,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7WM8E,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I6NSPA,G4,G4,G2,G5,G4,G2,G4
https://gitee.com/mindspore/mindspore/issues/I6NKLA,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6NGI8,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I6N4H8,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I7F800,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I7FBCP,B1,B1,B1,G4,G4,B1,B1
https://gitee.com/mindspore/mindspore/issues/I7FTFJ,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6LDD6,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I7G3P6,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I6MR41,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I7O2E5,E3,E3,E3,E3,E3,E3,E3
https://gitee.com/mindspore/mindspore/issues/I7GCMN,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I7QZGN,G2,G2,G2,F2,F2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I6M8FV,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I7QZFN,G2,G2,G2,G4,G2,G4,G2
https://gitee.com/mindspore/mindspore/issues/I6NSKC,D1,D1,D1,G4,D1,G4,D1
https://gitee.com/mindspore/mindspore/issues/I4SX15,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I61AAS,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I56KJD,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I65SMG,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I56W2O,G2,G2,G2,G4,G4,G2,G2
https://gitee.com/mindspore/mindspore/issues/I61W6I,D1,D1,D1,G2,D1,G2,D1
https://gitee.com/mindspore/mindspore/issues/I65F8C,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I5754E,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I65F8C,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I5754E,G4,G4,G4,F2,G4,F2,G4
https://gitee.com/mindspore/mindspore/issues/I625B8,G1,G1,G1,G1,G1,G1,G1
https://gitee.com/mindspore/mindspore/issues/I8MVUS,A3,A3,A3,A3,A3,A3,A3
https://gitee.com/mindspore/mindspore/issues/I6298N,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I65D9S,F2,F2,F2,F2,F2,F2,F2
https://gitee.com/mindspore/mindspore/issues/I8HDKS,A4,A4,A4,C2,A4,C2,A4
https://gitee.com/mindspore/mindspore/issues/I658VL,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I59EV8,A4,C2,C2,C2,A4,C2,C2
https://gitee.com/mindspore/mindspore/issues/I655OT,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I8H8BL,G2,G2,G2,G2,G2,G2,G2
https://gitee.com/mindspore/mindspore/issues/I5H5PP,G5,G5,G5,G5,G5,G5,G5
https://gitee.com/mindspore/mindspore/issues/I61VPI,G5,G5,G5,G5,G5,G5,G5
https://gitee.com/mindspore/mindspore/issues/I61UYS,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I684DW,D1,D1,D1,D1,D1,D1,D1
https://gitee.com/mindspore/mindspore/issues/I61OSY,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I5MVWB,C2,C2,A4,C2,A4,C2,C2
https://gitee.com/mindspore/mindspore/issues/I67MDS,B3,B3,B3,B2,B2,B3,B3
https://gitee.com/mindspore/mindspore/issues/I530T9,E1,B1,E1,E1,B1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I53X0H,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I66TCD,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I66QR1,F2,F2,F2,F2,F2,F2,F2
https://gitee.com/mindspore/mindspore/issues/I88QYI,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I54E01,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I63EE3,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I568G8,B3,B3,B3,B3,B3,B3,B3
https://gitee.com/mindspore/mindspore/issues/I8PRH5,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I66IEH,D2,D2,D2,D2,D2,D2,D2
https://gitee.com/mindspore/mindspore/issues/I66BHU,B3,B3,B2,B3,B2,B3,B3
https://gitee.com/mindspore/mindspore/issues/I8A7GN,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I5JG0W,A4,A4,A4,A4,A4,A4,A4
https://gitee.com/mindspore/mindspore/issues/I5H2E5,A3,A3,A3,A3,A3,A3,A3
https://gitee.com/mindspore/mindspore/issues/I5A1SE,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I5A6UN,C2,E1,C2,C2,C2,E1,C2
https://gitee.com/mindspore/mindspore/issues/I8CCJZ,B2,B2,B1,B2,B1,B2,B2
https://gitee.com/mindspore/mindspore/issues/I5FN8S,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I8G37A,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I8F58T,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I5DEQK,E2,E2,E2,E2,E2,E2,E2
https://gitee.com/mindspore/mindspore/issues/I642M8,G1,G1,B1,G1,B1,G1,G1
https://gitee.com/mindspore/mindspore/issues/I642HT,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I63X4Y,B2,B2,B2,B2,B2,B2,B2
https://gitee.com/mindspore/mindspore/issues/I5DMX8,F1,F1,F1,E3,E3,F1,F1
https://gitee.com/mindspore/mindspore/issues/I5EVMY,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I5DXF5,F2,F2,F2,F2,F2,F2,F2
https://gitee.com/mindspore/mindspore/issues/I63SJQ,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I63NFF,F2,F1,F2,F2,F1,F2,F2
https://gitee.com/mindspore/mindspore/issues/I5E3ZW,A3,A3,A3,A3,A3,A3,A3
https://gitee.com/mindspore/mindspore/issues/I63MKH,G4,G4,G4,G4,G4,G4,G4
https://gitee.com/mindspore/mindspore/issues/I8FDDJ,E1,F1,E1,F1,F1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I8G49B,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I64D65,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I64EZY,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I62IPT,G3,G3,G3,G3,G3,G3,G3
https://gitee.com/mindspore/mindspore/issues/I8PD97,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I62IAS,F1,F1,F1,F1,F1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I64Y1H,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I64Y0J,C2,C2,C2,A4,C2,A4,C2
https://gitee.com/mindspore/mindspore/issues/I5ATHY,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I5BDNO,C2,C2,C2,C2,C2,C2,C2
https://gitee.com/mindspore/mindspore/issues/I5BGDU,F1,F1,F1,B1,B1,F1,F1
https://gitee.com/mindspore/mindspore/issues/I8GFFL,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I8ED8H,B1,B1,B1,B1,B1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I64JUK,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I8PBVB,C1,C1,C1,C1,C1,C1,C1
https://gitee.com/mindspore/mindspore/issues/I5GIOH,B1,C2,B1,B1,C2,B1,B1
https://gitee.com/mindspore/mindspore/issues/I62NTT,F2,F2,F2,F2,F2,F2,F2
https://gitee.com/mindspore/mindspore/issues/I62QJG,B1,F1,B1,B1,F1,B1,B1
https://gitee.com/mindspore/mindspore/issues/I67NL3,E1,E1,E1,E1,E1,E1,E1
https://gitee.com/mindspore/mindspore/issues/I66QH8,E1,E1,E1,E1,E1,E1,E1
