mut_types,mut_layer_name,mut_result
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,relu,True
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,relu,True
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,relu,True
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,no,False
DM,relu,True
DM,no,False
DM,no,False
DM,no,False
DM,no,False
